Loading data ...
Traceback (most recent call last):
  File "grid_knn_demo.py", line 214, in <module>
    VALIDATION = ('validation' == sys.argv[1])
IndexError: list index out of range
Loading data ...
Bayesian Optimization mode. Taking last 10% of training as test set.
[31mInitialization[0m
[94m--------------------------------------------------------------------------------------------------------------------------------------[0m
 Step |   Time |      Value |   n_neighbors |        th |    w_hour |   w_log10acc |   w_weekday |       w_x |       w_y |    w_year | 
  172 | 13m47s |    0.54907 |       26.4323 |    5.7646 |    4.4951 |      23.9100 |      2.8355 |  455.6557 | 1155.4068 |    9.1988 | 
  173 | 13m34s |    0.54692 |       31.7674 |    7.6983 |    4.4874 |      22.3978 |      3.2257 |  607.9032 |  917.8671 |    9.2691 | 
  174 | 14m03s |    0.54824 |       28.7779 |    6.8286 |    4.4982 |      23.7577 |      3.9193 |  583.3335 | 1066.6995 |    9.1419 | 
  175 | 13m21s |    0.54768 |       31.1124 |    6.1580 |    4.1937 |      22.6256 |      2.8453 |  621.8212 | 1173.7296 |    9.8967 | 
  176 | 11m55s |    0.54330 |       19.7764 |    7.0144 |    5.3859 |      19.4171 |      6.2562 |  645.4163 | 1572.6942 |    6.1271 | 
  177 | 13m49s |    0.54805 |       25.7047 |    6.4211 |    4.6142 |      25.9822 |      4.5204 |  506.0462 | 1269.9425 |    7.2571 | 
  178 | 15m55s |    0.54686 |       27.6446 |    6.0938 |    4.2502 |      20.9585 |      3.5061 |  395.3476 |  672.1876 |    9.0552 | 
  179 | 13m44s |    0.54887 |       24.7710 |    5.6983 |    4.1330 |      20.2445 |      3.0913 |  504.4730 | 1063.4161 |    9.0759 | 
  180 | 15m49s |    0.54921 |       25.3360 |    5.8359 |    4.4115 |      24.9856 |      3.4931 |  490.4722 | 1026.8367 |    8.2880 | 
  181 | 14m26s |    0.54800 |       28.9521 |    6.5799 |    4.3620 |      24.2238 |      2.8334 |  495.0591 | 1388.2077 |   10.2099 | 
  182 | 13m02s |    0.54765 |       28.2390 |    7.1886 |    4.7783 |      24.1802 |      3.0435 |  641.9871 | 1261.6349 |   10.3997 | 
  183 | 13m49s |    0.54755 |       29.9121 |    6.1704 |    5.0514 |      25.8821 |      3.2394 |  609.1794 | 1071.3639 |    7.8142 | 
  184 | 13m46s |    0.54824 |       29.0193 |    6.9430 |    3.4173 |      22.3254 |      3.2716 |  559.5520 |  889.1368 |    7.7945 | 
  185 | 16m02s |    0.54771 |       25.7284 |    6.6863 |    4.2307 |      21.6471 |      3.2681 |  278.8431 |  764.6709 |    7.9924 | 
  186 | 13m56s |    0.54879 |       29.0972 |    5.9030 |    3.8294 |      20.5343 |      3.0905 |  531.7166 |  961.0677 |    8.8092 | 
  187 | 13m59s |    0.54818 |       29.2687 |    5.5486 |    4.1084 |      24.0832 |      3.8368 |  506.4855 | 1358.2221 |   10.6140 | 
  188 | 12m55s |    0.54594 |       26.4378 |    6.6858 |    5.6144 |      21.8494 |      5.3444 |  637.3400 | 1439.7745 |    6.6323 | 
  189 | 12m29s |    0.54549 |       28.3437 |    7.0683 |    5.3134 |      24.0849 |      4.1199 |  807.4197 | 1354.3491 |    7.5596 | 
  190 | 12m41s |    0.54593 |       25.8254 |    6.0076 |    5.3362 |      25.6701 |      3.9816 |  710.0471 | 1388.1668 |    6.1255 | 
  191 | 14m24s |    0.54817 |       28.5008 |    6.4590 |    4.0575 |      25.5345 |      3.5486 |  596.3654 | 1292.4242 |    8.4179 | 
  192 | 13m58s |    0.54942 |       26.4979 |    6.4040 |    4.2337 |      24.1012 |      3.0358 |  456.6443 | 1073.3587 |    7.8848 | 
